Player,Team,Position,DRS,INF GB Runs,GB Chances,DP Runs (Start),DP Runs (Pivot),IFFB Runs,Bunt Runs,OF Flyball Runs,FB Chances,OF Arm Runs,Framing Runs Saved,Pitches Framed,Blocking Runs,Stolen Base Runs,Pickoff Runs,Throwing Runs,Hometown,Age,Height,Weight,Class,Jersey,newestTeamName,newestTeamAbbrevName,newestTeamLocation,newestTeamLevel
Danny Cihocki,Northern Illinois|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-ill.svg,P,1.13,0.91,8,-,-,-,0.22,-,0,-,-,,-,-,-,-,"Princeton, IL, US",0,"6' 3""",185,JR,10,Northern Illinois University,NIU,Northern Illinois,BBC
Andrew Koshy,Maryland|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maryland.svg,P,1.13,0.43,5,0.10,-,-,0.61,-,0,-,-,,-,-,-,-,"Albertson, NY, US",21,"6' 2""",215,JR,2,University of Maryland-College Park,MD,Maryland,BBC
Andrew Buffkin,The Citadel|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/citadel.svg,P,1.13,0.59,4,0.11,-,-,0.43,-,0,-,-,,-,-,-,-,"Myrtle Beach, SC, US",0,"5' 11""",185,JR,11,The Citadel,CIT,The Citadel,BBC
Henry Zatkowski,Virginia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia.svg,P,1.13,1.07,9,-0.04,-0.02,-,0.12,-,0,-,-,,-,-,-,-,"Clarksville, MD, US",19,"6' 2""",190,SO,9,University of Virginia,UVA,Virginia,BBC
Jace Jeremiah,Sacramento State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/sacramento-st.svg,2B,1.13,1.23,19,-0.07,-0.05,0.01,-,-,0,-,-,,-,-,-,-,"San Mateo, CA, US",23,"5' 9""",165,SR,10,Sacramento State University,SAC,Sacramento State,BBC
Zach Boyd,William & Mary|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/william-mary.svg,P,1.13,0.12,4,-0.04,-,0.01,1.03,-,0,-,-,,-,-,-,-,"Richmond, VA, US",0,"6' 0""",175,SO,32,College of William & Mary,WM,William & Mary,BBC
Ben McDougal,West Virginia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/west-virginia.svg,P,1.13,0.09,1,-,-,-,1.04,-,0,-,-,,-,-,-,-,"Bridgeport, WV, US",22,"6' 5""",200,SR,55,West Virginia University,WVU,West Virginia,BBC
Austin Wiegand,Northern Illinois|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-ill.svg,LF,1.13,-,0,-,-,-,-,1.13,16,-,-,,-,-,-,-,"Eureka, IL, US",0,"5' 11""",180,JR,5,Northern Illinois University,NIU,Northern Illinois,BBC
Nathaniel Widelski,UC San Diego|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-san-diego.svg,LF,1.13,-,0,-,-,-,-,1.13,6,-,-,,-,-,-,-,"San Diego, CA, US",0,"6' 1""",0,FR,29,UC San Diego,UCSD,UC San Diego,BBC
Balin Valentine,Lamar|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lamar.svg,RF,1.13,-,0,-,-,-,-,1.13,114,-,-,,-,-,-,-,"Abilene, TX, US",0,"5' 10""",190,SR,2,Lamar University,LAM,Lamar,BBC
Matthew O'Brien,UC Riverside|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-riverside.svg,P,1.12,0.23,3,-0.02,-,-,0.91,-,0,-,-,,-,-,-,-,,,,,,,,,,
Ryan Wynn,Georgia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia.svg,2B,1.12,0.70,69,0.25,0.17,-,-,-,0,-,-,,-,-,-,-,"Douglasville, GA, US",21,"6' 0""",175,JR,0,University of Georgia,UGA,Georgia,BBC
John Hadley VI,Milwaukee|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/milwaukee.svg,1B,1.12,0.90,24,0.09,0.13,-0.37,0.37,-,0,-,-,,-,-,-,-,,,,,,,,,,
Tanner Carson,Texas State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-st.svg,3B,1.12,1.60,13,0.02,-,0.06,-0.56,-,0,-,-,,-,-,-,-,"Southlake, TX, US",0,"6' 4""",225,FR,29,Texas State University,TXST,Texas State,BBC
Urim Ibrahimi,Dallas Baptist|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dallas-baptist.svg,3B,1.12,1.03,8,0.09,-,-,-,-,0,-,-,,-,-,-,-,,0,"6' 1""",200,JR,24,Dallas Baptist University,DBU,Dallas Baptist,BBC
Eric Williams,Mississippi Valley|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-val.svg,3B,1.12,1.09,29,0.14,-,0.01,-0.13,-,0,-,-,,-,-,-,-,"St Louis, MO, US",0,"5' 10""",185,SO,25,Mississippi Valley State University,MVSU,Mississippi Valley State,BBC
Cal Schembra,Valparaiso|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/valparaiso.svg,CF,1.12,-,0,-,-,-,-,0.77,116,0.35,-,,-,-,-,-,"Greenwood, IN, US",0,"6' 0""",200,FR,9,Valparaiso University,VALP,Valparaiso,BBC
MeKenna Wakakuwa,Coppin State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coppin-st.svg,P,1.12,0.03,3,-,-,-,1.09,-,0,-,-,,-,-,-,-,"Hilo, HI, US",0,"5' 10""",180,JR,17,Coppin State University,COPP,Coppin State,BBC
Will Newton,Stonehill|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/stonehill.svg,RF,1.12,-,0,-,-,-,-,1.12,30,-,-,,-,-,-,-,"Apex, NC, US",0,"5' 11""",170,SO,4,Stonehill College,SC,Stonehill,BBC
Dalton Wentz,Wake Forest|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wake-forest.svg,2B,1.12,0.89,15,0.14,0.07,0.02,-,-,0,-,-,,-,-,-,-,"Madison Heights, VA, US",20,"6' 2""",210,SO,1,Wake Forest University,WAKE,Wake Forest,BBC
Gavin Brzozowski,Abilene Christian|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/abilene-christian.svg,RF,1.12,-,0,-,-,-,-,1.12,20,-,-,,-,-,-,-,"Mansfield, TX, US",23,"6' 1""",198,GRAD,20,Abilene Christian University,AC,Abilene Christian,BBC
Gavin Braland,South Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-carolina.svg,C,1.12,0.13,1,0.00,-,-,-,-,0,-,0.97,31,0.07,-0.05,-,-0.05,"Hampton, GA, US",21,"6' 3""",185,SO,40,University of South Carolina,SCAR,South Carolina,BBC
Bobby Marsh,Duke|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/duke.svg,1B,1.12,1.06,22,-0.03,0.06,0.03,-,-,0,-,-,,-,-,-,-,"Bellefonte, PA, US",23,"6' 2""",208,GRAD,16,Duke University,DUKE,Duke,BBC
Will Hampton,Vanderbilt|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/vanderbilt.svg,LF,1.12,-,0,-,-,-,-,1.12,14,-,-,,-,-,-,-,"Richmond Hill, GA, US",0,"5' 11""",193,SO,28,Vanderbilt University,VAN,Vanderbilt,BBC
Erik Parker,South Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-carolina.svg,3B,1.12,1.40,23,0.28,-,0.01,-0.57,-,0,-,-,,-,-,-,-,"Atlanta, GA, US",20,"6' 3""",181,SO,4,University of South Carolina,SCAR,South Carolina,BBC
Cooper Williams,Kennesaw State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kennesaw-st.svg,LF,1.12,-,0,-,-,-,-,1.12,66,-,-,,-,-,-,-,"Alvin, TX, US",20,"6' 4""",200,SO,22,Kennesaw State University,KENN,Kennesaw State,BBC
Jonathan Mendez,UC Santa Barbara|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-santa-barbara.svg,2B,1.12,0.95,12,0.07,0.09,-,-,-,0,-,-,,-,-,-,-,"Los Angeles, CA, US",21,"6' 1""",200,JR,5,UC Santa Barbara,UCSB,UC Santa Barbara,BBC
Kade Dupont,UL Monroe|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-monroe.svg,SS,1.12,0.76,24,0.33,0.02,0.01,-,-,0,-,-,,-,-,-,-,"Watson, LA, US",0,"5' 10""",175,R-SR,4,University of Louisiana at Monroe,ULM,UL Monroe,BBC
Garryn Plummer,Fairleigh Dickinson|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fdu.svg,3B,1.12,0.93,19,0.19,-,-,-,-,0,-,-,,-,-,-,-,"Wichita, KS, US",0,"6' 0""",195,GRAD,42,Fairleigh Dickinson University,FDU,Fairleigh Dickinson,BBC
William Johnson,Old Dominion|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/old-dominion.svg,SS,1.11,0.03,165,0.60,0.77,-0.29,-,-,0,-,-,,-,-,-,-,"Allen, TX, US",0,"6' 1""",0,JR,7,Old Dominion University,ODU,Old Dominion,BBC
Connor Shouse,Texas Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-tech.svg,3B,1.11,2.62,68,-0.08,-,-,-1.43,-,0,-,-,,-,-,-,-,"Jasper, GA, US",21,"6' 1""",175,SO,8,Texas Tech University,TTU,Texas Tech,BBC
Hogan Denny,Indiana|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana.svg,C,1.11,-,0,-,0.00,-,0.02,-,0,-,0.70,314,0.61,0.08,-0.30,-0.22,"Mooresville, IN, US",20,"6' 0""",215,SO,2,"Indiana University, Bloomington",IND,Indiana,BBC
Carlos Cordero,CSU Bakersfield|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bakersfield.svg,3B,1.11,0.58,17,0.16,-,0.01,0.35,-,0,-,-,,-,-,-,-,"Barquisimeto, VE",0,"0' 0""",0,R-JR,24,CSU Bakersfield,CSB,CSU Bakersfield,BBC
Sergio Droz,UMBC|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umbc.svg,2B,1.11,1.08,10,-0.03,0.06,-,-,-,0,-,-,,-,-,-,-,"Millville, NJ, US",0,"5' 10""",185,SO,28,UMBC,UMBC,UMBC,BBC
Max Towchik,Texas A&M-Corpus Christi|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/am-corpus-chris.svg,LF,1.11,-,0,-,-,-,-,-0.34,10,1.45,-,,-,-,-,-,"Colleyville, TX, US",0,"5' 9""",185,JR,18,Texas A&M-Corpus Christi,AMCC,Texas A&M-Corpus Christi,BBC
Dean Carpentier,USC|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-california.svg,3B,1.11,1.03,10,0.06,-,0.01,-,-,0,-,-,,-,-,-,-,"Huntington Beach, CA, US",21,"6' 3""",205,JR,6,University of Southern California,USC,USC,BBC
Mitch Haythorn,Northern Colorado|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-colo.svg,P,1.11,0.52,5,-,-,-,0.60,-,0,-,-,,-,-,-,-,"Eaton, CO, US",0,"6' 0""",205,R-FR,27,University of Northern Colorado,UNCO,Northern Colorado,BBC
Eric Machej,Illinois State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/illinois-st.svg,2B,1.11,1.12,8,-0.01,-,-,-,-,0,-,-,,-,-,-,-,"Edmonton, Alberta, CAN",0,"6' 2""",180,SO,2,Illinois State University,ILST,Illinois State,BBC
Ray Jesse,Indiana State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-st.svg,C,1.11,-,0,-,-0.04,-,-,-,0,-,-1.15,229,2.49,-0.19,0.00,-0.19,"Lockport, IL, US",0,"6' 0""",205,JR,32,Indiana State University,INST,Indiana State,BBC
Noel Rivera,Marist|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/marist.svg,SS,1.11,0.91,22,-0.04,0.19,0.05,-,-,0,-,-,,-,-,-,-,"Brooklyn, NY, US",0,"5' 10""",185,SO,11,Marist College,MRST,Marist,BBC
JW Kohlmeyer,VMI|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/vmi.svg,SS,1.11,0.66,36,-0.02,0.40,0.07,-,-,0,-,-,,-,-,-,-,"Bristow, VA, US",0,"5' 11""",180,FR,6,Virginia Military Institute,VMI,VMI,BBC
Matthew Witkow,Harvard|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/harvard.svg,1B,1.11,1.20,17,-0.01,0.00,0.01,-0.08,-,0,-,-,,-,-,-,-,"Calabasas, CA, US",0,"6' 2""",205,FR,32,Harvard University,HARV,Harvard,BBC
Matthew Rollison,Presbyterian|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/presbyterian.svg,3B,1.11,0.50,32,0.03,-,0.01,0.57,-,0,-,-,,-,-,-,-,"Irmo, SC, US",0,"5' 11""",190,SO,15,Presbyterian College,PRE,Presbyterian,BBC
Jack Ohman,Yale|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/yale.svg,P,1.11,0.70,5,0.11,-,-,0.30,-,0,-,-,,-,-,-,-,"Mesa, AZ, US",0,"6' 0""",175,SO,17,Yale University,YALE,Yale,BBC
Krish Gandhi,Belmont|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/belmont.svg,P,1.10,1.08,5,-0.03,-,-,0.06,-,0,-,-,,-,-,-,-,"Suwanee, GA, US",0,"6' 0""",170,SO,29,Belmont University,BEL,Belmont,BBC
Isaac Warrick,UAB|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uab.svg,P,1.10,0.11,1,-,-,-,0.99,-,0,-,-,,-,-,-,-,"Montgomery, AL, US",21,"6' 0""",175,R-JR,5,UAB,UAB,UAB,BBC
Elijah Rogalski,Sacramento State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/sacramento-st.svg,P,1.10,0.40,2,-0.02,0.00,-,0.73,-,0,-,-,,-,-,-,-,"Sacramento, CA, US",0,"6' 0""",0,R-SR,9,Sacramento State University,SAC,Sacramento State,BBC
Josh Arquette,UTSA|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utsa.svg,2B,1.10,1.07,16,0.05,-0.07,0.04,-,-,0,-,-,,-,-,-,-,"Kingwood, TX, US",0,"6' 0""",200,SO,0,UTSA,UTSA,UTSA,BBC
Kaden Myers,College of Charleston|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/col-of-charleston.svg,P,1.10,0.66,6,0.10,-,-,0.34,-,0,-,-,,-,-,-,-,"Prosperity, SC, US",0,"6' 1""",170,FR,24,College of Charleston,COFC,College of Charleston,BBC
Chase Taylor,Connecticut|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uconn.svg,RF,1.10,-,0,-,-,-,-,0.29,8,0.81,-,,-,-,-,-,"Concord, CA, US",0,"5' 8""",159,JR,9,University of Connecticut,CONN,Connecticut,BBC
Jackson Lyda,Western Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-caro.svg,2B,1.10,1.03,21,0.06,-0.02,0.02,-,-,0,-,-,,-,-,-,-,"Fletcher, NC, US",0,"6' 2""",180,SO,4,Western Carolina University,WCU,Western Carolina,BBC
Bryce McCain,Austin Peay|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/austin-peay.svg,P,1.10,0.42,5,-0.01,-,-,0.70,-,0,-,-,,-,-,-,-,"Aledo, TX, US",0,"6' 2""",200,JR,9,Austin Peay State University,PEAY,Austin Peay,BBC
Brennan Greer,Stephen F. Austin|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/stephen-f-austin.svg,P,1.10,0.77,3,-,-,-,0.32,-,0,-,-,,-,-,-,-,"San Antonio, TX, US",0,"6' 1""",0,JR,28,Stephen F. Austin State University,SFA,Stephen F. Austin State,BBC
Lee Amedee,Louisiana|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-lafayette.svg,2B,1.10,0.63,10,0.00,0.47,-,-,-,0,-,-,,-,-,-,-,"Gonzales, LA, US",22,"6' 0""",205,SR,8,University of Louisiana at Lafayette,ULL,Louisiana,BBC
Bentley Yeatts,Longwood|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/longwood.svg,3B,1.10,0.77,35,0.08,-,0.05,0.21,-,0,-,-,,-,-,-,-,"Lynchburg, VA, US",23,"5' 11""",185,SR,33,Longwood University,LONG,Longwood,BBC
Scott Newman,Georgia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia.svg,CF,1.10,-,0,-,-,-,-,1.10,20,-,-,,-,-,-,-,"Glenview, IL, US",22,"6' 3""",180,R-JR,13,University of Georgia,UGA,Georgia,BBC
Kross Howarth,La Salle|https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/lasalle.sidearmsports.com/images/responsive_2024/logo_main.svg,P,1.10,1.13,10,-0.03,-,-,-,-,0,-,-,,-,-,-,-,"Eagleville, PA, US",21,"6' 4""",191,SO,32,La Salle University,LA S,La Salle,BBC
Joshua Milleville,Radford|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/radford.svg,P,1.10,0.15,2,-0.01,-0.01,-,0.97,-,0,-,-,,-,-,-,-,"Lockport, NY, US",23,"5' 11""",175,SR,22,Radford University,RAD,Radford,BBC
Andrew Ortiz,Indiana State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-st.svg,LF,1.10,-,0,-,-,-,-,1.10,28,-,-,,-,-,-,-,"Miramar, FL, US",0,"5' 10""",169,SO,27,Indiana State University,INST,Indiana State,BBC
Simon Hoffman,Elon|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elon.svg,LF,1.10,-,0,-,-,-,-,1.10,2,-,-,,-,-,-,-,"Beverly Hills, CA, US",0,"6' 4""",175,R-FR,43,Elon University,ELON,Elon,BBC
Carson Mynatt,West Georgia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/west-ga.svg,CF,1.10,-,0,-,-,-,-,1.10,12,-,-,,-,-,-,-,"Canton, GA, US",0,"6' 3""",187,SR,7,University of West Georgia,UOWG,West Georgia,BBC
Aaron Jamison,South Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-carolina.svg,CF,1.10,-,0,-,-,-,-,1.10,12,-,-,,-,-,-,-,"Morgantown, WV, US",0,"6' 0""",195,JR,18,University of South Carolina,SCAR,South Carolina,BBC
Cole Van Assen,Purdue|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/purdue.svg,P,1.09,0.64,11,-0.02,-,-,0.47,-,0,-,-,,-,-,-,-,"Tinley Park, IL, US",21,"6' 3""",205,JR,26,Purdue University,PUR,Purdue,BBC
Cooper McMullen,Kennesaw State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kennesaw-st.svg,P,1.09,1.00,9,0.09,-,-,-,-,0,-,-,,-,-,-,-,"Bonaire, GA, US",21,"6' 3""",186,SO,15,Kennesaw State University,KENN,Kennesaw State,BBC
Diego Trujillo,North Dakota State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-dakota-st.svg,RF,1.09,-,0,-,-,-,-,1.09,20,-,-,,-,-,-,-,"Laughlin, NV, US",0,"6' 0""",0,SR,10,North Dakota State University,NDSU,North Dakota State,BBC
Riley Marcotte,New Orleans|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-orleans.svg,P,1.09,0.26,3,0.12,-,-,0.72,-,0,-,-,,-,-,-,-,"Loreauville, LA, US",21,"6' 2""",180,JR,10,University of New Orleans,UNO,New Orleans,BBC
Logan Wiley,Butler|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/butler.svg,P,1.09,0.50,3,-0.02,0.00,-,0.61,-,0,-,-,,-,-,-,-,"Wilmington, DE, US",0,"6' 0""",210,JR,22,Butler University,BUT,Butler,BBC
Landon West,Rice|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/rice.svg,C,1.09,-,0,-,-,-,-,-,0,-,-0.56,147,1.24,-0.19,0.60,0.41,"Katy, TX, US",21,"6' 3""",213,JR,28,Rice University,RICE,Rice,BBC
Cade Williams,UMES|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umes.svg,P,1.09,0.22,1,-,-,-,0.88,-,0,-,-,,-,-,-,-,"Onley, VA, US",0,"6' 0""",185,GRAD,8,University of Maryland Eastern Shore,UMES,Maryland Eastern Shore,BBC
Garrett Wright,Tennessee|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/tennessee.svg,C,1.09,-0.48,2,-,-,-,-,-,0,-,0.71,227,0.79,0.07,-,0.07,"Massillon, OH, US",20,"5' 11""",185,JR,5,University of Tennessee,TENN,Tennessee,BBC
Cal Sullivan,Southeast Missouri|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southeast-mo-st.svg,C,1.09,-,0,-,-,-,-,-,0,-,0.51,17,0.41,0.17,-,0.17,"Ely, IA, US",0,"6' 1""",220,JR,8,Southeast Missouri State University,SEMO,Southeast Missouri State,BBC
Aidan Lopez,Grambling|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grambling.svg,1B,1.09,0.46,8,-0.01,0.05,0.01,0.58,-,0,-,-,,-,-,-,-,"Eagle Pass, TX, US",0,"5' 10""",175,JR,18,Grambling State University,GRAM,Grambling State,BBC
Connor Achee,McNeese|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mcneese.svg,P,1.09,0.32,2,0.00,-,-,0.77,-,0,-,-,,-,-,-,-,"Livonia, LA, US",0,"6' 2""",185,JR,14,McNeese State University,MCNS,McNeese State,BBC
Eddie Marshall,Samford|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/samford.svg,1B,1.09,0.91,7,-,0.18,-,-,-,0,-,-,,-,-,-,-,"Lighthouse, FL, US",0,"6' 1""",205,FR,34,Samford University,SAM,Samford,BBC
Mason Gass,Ohio|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio.svg,P,1.09,0.09,1,-,-,0.01,0.99,-,0,-,-,,-,-,-,-,"Oakdale, PA, US",0,"5' 11""",168,FR,25,Ohio University,OHIO,Ohio,BBC
Blaize Johnson,UNC Asheville|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/unc-asheville.svg,LF,1.09,-,0,-,-,-,-,0.28,112,0.81,-,,-,-,-,-,"Kernersville, NC, US",20,"5' 11""",210,SO,34,UNC Asheville,UNCA,UNC Asheville,BBC
Gunnar Penzkover,Grand Canyon|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grand-canyon.svg,CF,1.09,-,0,-,-,-,-,0.93,4,0.16,-,,-,-,-,-,"Phoenix, AZ, US",21,"5' 11""",165,SO,21,Grand Canyon University,GC,Grand Canyon,BBC
Kamar Dove,Prairie View|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/prairie-view.svg,P,1.09,-0.04,4,-,-,-,1.12,-,0,-,-,,-,-,-,-,"New Caney, TX, US",21,"6' 4""",190,R-SO,6,Prairie View A&M University,PV,Prairie View A&M,BBC
RJ Meyn,Santa Clara|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/santa-clara.svg,P,1.09,1.12,4,-0.03,-,-,0.01,-,0,-,-,,-,-,-,-,"San Ramon, CA, US",20,"6' 0""",180,SO,43,Santa Clara University,SCU,Santa Clara,BBC
Ethan Rose,East Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-carolina.svg,P,1.09,0.94,7,0.17,-,-,-0.02,-,0,-,-,,-,-,-,-,"Bridgeville, PA, US",0,"6' 4""",215,FR,37,East Carolina University,ECU,East Carolina,BBC
Zach Evans,UT Arlington|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-arlington.svg,1B,1.09,1.10,6,-,-0.01,-,-,-,0,-,-,,-,-,-,-,"Rowlett, TX, US",0,"6' 2""",0,FR,23,University of Texas-Arlington,UTA,UT Arlington,BBC
Nick Romer,St. John's|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-johns-ny.svg,P,1.09,-,0,-,-,-,1.09,-,0,-,-,,-,-,-,-,"Woodbridge, VA, US",0,"6' 0""",0,,26,St. John's University (NY),SJU,St. John's,BBC
Josh Cunnigan,Seattle|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/seattle.svg,C,1.09,-0.70,1,-0.01,0.00,-,-0.32,-,0,-,-0.16,553,0.95,0.42,0.92,1.34,,,,,,,,,,
Ethan Kang,UC Davis|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-davis.svg,LF,1.08,-,0,-,-,-,-,1.08,5,-,-,,-,-,-,-,"Downey, CA, US",0,"5' 8""",165,R-JR,14,UC Davis,UCD,UC Davis,BBC
Angel Garcia,Coppin State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coppin-st.svg,1B,1.08,1.27,16,-0.01,-0.14,0.03,-0.06,-,0,-,-,,-,-,-,-,"Miami, FL, US",0,"6' 0""",185,FR,29,Coppin State University,COPP,Coppin State,BBC
Jake Altman,Northern Kentucky|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-ky.svg,SS,1.08,1.02,9,0.06,-,-,-,-,0,-,-,,-,-,-,-,"San Diego, CA, US",0,"5' 11""",190,JR,23,Northern Kentucky University,NKU,Northern Kentucky,BBC
Cooper Ellingworth,Troy|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/troy.svg,P,1.08,0.35,3,0.00,-,-,0.73,-,0,-,-,,-,-,-,-,"Orlando, FL, US",0,"5' 11""",200,JR,30,Troy University,TROY,Troy,BBC
Austin Park,BYU|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/byu.svg,P,1.08,-,0,-,-,-,1.08,-,0,-,-,,-,-,-,-,"Mona, UT, US",0,"6' 1""",0,FR,6,Brigham Young University,BYU,BYU,BBC
Gar Hindle,Elon|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elon.svg,3B,1.08,1.14,36,0.16,-0.01,0.05,-0.25,-,0,-,-,,-,-,-,-,"Rye, NH, US",0,"5' 11""",175,FR,4,Elon University,ELON,Elon,BBC
Chayse Gruber,Richmond|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/richmond.svg,P,1.08,0.58,5,-0.06,-,-,0.55,-,0,-,-,,-,-,-,-,"Great Bend, KS, US",0,"5' 10""",210,SR,26,University of Richmond,RICH,Richmond,BBC
Steven Smith,Appalachian State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/appalachian-st.svg,3B,1.08,0.38,15,0.12,-,0.02,0.55,-,0,-,-,,-,-,-,-,"Salisbury, NC, US",23,"5' 9""",165,GRAD,7,Appalachian State University,APP,Appalachian State,BBC
Will Cowan,St. John's|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-johns-ny.svg,2B,1.08,1.01,7,-,0.07,-,-,-,0,-,-,,-,-,-,-,"Albertson, NY, US",20,"6' 0""",180,SO,2,St. John's University (NY),SJU,St. John's,BBC
Jax Lewis,Georgia Southern|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ga-southern.svg,P,1.08,0.29,2,-,-,-,0.79,-,0,-,-,,-,-,-,-,"Belville, GA, US",21,"6' 1""",160,R-SO,17,Georgia Southern University,GASO,Georgia Southern,BBC
Kaleb Hall,Southern Illinois|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-ill.svg,LF,1.08,-,0,-,-,-,-,1.08,35,-,-,,-,-,-,-,"Dyersburg, TN, US",22,"6' 0""",195,SR,11,Southern Illinois University,SIU,Southern Illinois,BBC
Blaine French,Pacific|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pacific.svg,RF,1.08,-,0,-,-,-,-,1.08,4,-,-,,-,-,-,-,"Oakland, CA, US",23,"6' 2""",210,SR,34,University of the Pacific,PAC,Pacific,BBC
